Subject        Act	mean	tBodyAcc-mean()-X	tBodyAcc-mean()-Y	tBodyAcc-mean()-Z	tBodyAcc-std()-X	tBodyAcc-std()-Y	tBodyAcc-std()-Z	tBodyAcc-mad()-X	tBodyAcc-mad()-Y	tBodyAcc-mad()-Z	tBodyAcc-max()-X	tBodyAcc-max()-Y	tBodyAcc-max()-Z	tBodyAcc-min()-X	tBodyAcc-min()-Y	tBodyAcc-min()-Z	tBodyAcc-sma()	tBodyAcc-energy()-X	tBodyAcc-energy()-Y	tBodyAcc-energy()-Z	tBodyAcc-iqr()-X	tBodyAcc-iqr()-Y	tBodyAcc-iqr()-Z	tBodyAcc-entropy()-X	tBodyAcc-entropy()-Y	tBodyAcc-entropy()-Z	tBodyAcc-arCoeff()-X,1	tBodyAcc-arCoeff()-X,2	tBodyAcc-arCoeff()-X,3	tBodyAcc-arCoeff()-X,4	tBodyAcc-arCoeff()-Y,1	tBodyAcc-arCoeff()-Y,2	tBodyAcc-arCoeff()-Y,3	tBodyAcc-arCoeff()-Y,4	tBodyAcc-arCoeff()-Z,1	tBodyAcc-arCoeff()-Z,2	tBodyAcc-arCoeff()-Z,3	tBodyAcc-arCoeff()-Z,4	tBodyAcc-correlation()-X,Y	tBodyAcc-correlation()-X,Z	tBodyAcc-correlation()-Y,Z	tGravityAcc-mean()-X	tGravityAcc-mean()-Y	tGravityAcc-mean()-Z	tGravityAcc-std()-X	tGravityAcc-std()-Y	tGravityAcc-std()-Z	tGravityAcc-mad()-X	tGravityAcc-mad()-Y	tGravityAcc-mad()-Z	tGravityAcc-max()-X	tGravityAcc-max()-Y	tGravityAcc-max()-Z	tGravityAcc-min()-X	tGravityAcc-min()-Y	tGravityAcc-min()-Z	tGravityAcc-sma()	tGravityAcc-energy()-X	tGravityAcc-energy()-Y	tGravityAcc-energy()-Z	tGravityAcc-iqr()-X	tGravityAcc-iqr()-Y	tGravityAcc-iqr()-Z	tGravityAcc-entropy()-X	tGravityAcc-entropy()-Y	tGravityAcc-entropy()-Z	tGravityAcc-arCoeff()-X,1	tGravityAcc-arCoeff()-X,2	tGravityAcc-arCoeff()-X,3	tGravityAcc-arCoeff()-X,4	tGravityAcc-arCoeff()-Y,1	tGravityAcc-arCoeff()-Y,2	tGravityAcc-arCoeff()-Y,3	tGravityAcc-arCoeff()-Y,4	tGravityAcc-arCoeff()-Z,1	tGravityAcc-arCoeff()-Z,2	tGravityAcc-arCoeff()-Z,3	tGravityAcc-arCoeff()-Z,4	tGravityAcc-correlation()-X,Y	tGravityAcc-correlation()-X,Z	tGravityAcc-correlation()-Y,Z	tBodyAccJerk-mean()-X	tBodyAccJerk-mean()-Y	tBodyAccJerk-mean()-Z	tBodyAccJerk-std()-X	tBodyAccJerk-std()-Y	tBodyAccJerk-std()-Z	tBodyAccJerk-mad()-X	tBodyAccJerk-mad()-Y	tBodyAccJerk-mad()-Z	tBodyAccJerk-max()-X	tBodyAccJerk-max()-Y	tBodyAccJerk-max()-Z	tBodyAccJerk-min()-X	tBodyAccJerk-min()-Y	tBodyAccJerk-min()-Z	tBodyAccJerk-sma()	tBodyAccJerk-energy()-X	tBodyAccJerk-energy()-Y	tBodyAccJerk-energy()-Z	tBodyAccJerk-iqr()-X	
137	23	WALKING_DOWNSTAIRS	137	0.23528441	-1.46E-02	-2.08E-01	9.91E-02	0.3007347	-0.2064967	0.051918425	0.068505255	-0.18660619	0.39965938	-0.004119991	-0.21261974	0.072793049	-0.59110576	0.28058569	0.12572871	-0.39511807	-0.67420021	-0.7006542	-0.13650256	-0.42522186	-0.14136053	0.13590521	0.45655582	-0.034453432	-0.35008515	0.2927003	-0.10700207	0.055744237	-0.21291902	0.17571389	0.1956423	-1.31E-01	0.21428915	-0.028257943	0.27603621	-0.42436935	-3.72E-01	-0.16344041	0.08101928	0.93801097	-0.26552471	-1.60E-02	-0.9372166	-0.96250323	-0.84534294	-0.9427734	-0.96940866	-0.85103527	0.89573844	-0.27425888	0.006735699	0.94470535	-2.56E-01	-0.052903401	-0.31272465	0.8331705	-0.88178378	-0.99801177	-0.9696134	-0.97907992	-0.84715225	-0.42127754	-1	-0.6804873	-0.55841189	0.6214575	-0.68407759	0.7462822	-0.20810864	0.21639384	-0.27928296	0.36290976	-0.11781556	0.1360604	-0.15326733	0.16739809	-0.68978444	-0.77069717	0.54557771	-0.5594073	0.42569035	5.38E-01	0.118392	0.15257652	-0.23769347	0.14108502	1.17E-01	-0.2398596	-0.12204693	-0.01482018	-0.3533375	0.064521813	0.18450728	0.3182481	0.068267742	-0.37109341	-0.33055895	-0.7020764	0.15477608
138	23	WALKING_UPSTAIRS	138	0.1669136	-3.37E-02	-1.33E-01	5.29E-02	0.26572452	-0.21271262	-0.034228712	0.088087162	-0.1653765	0.41211967	-0.004119991	-0.21261974	0.11378362	-0.59110576	0.41835549	0.08598112	-0.44255319	-0.6908865	-0.7188578	-0.27822398	-0.32662006	-0.17077877	0.13590521	0.47958899	-0.000949858	-0.13471084	0.055728804	-0.035137256	0.2172984	-0.3181228	0.26106449	0.15647379	-1.60E-01	-0.14636382	0.34225652	-0.35188433	0.006616168	-4.87E-01	-0.062477283	-0.020962886	0.94298012	-0.27697935	-3.52E-02	-0.9295431	-0.93761467	-0.88668278	-0.9276175	-0.93583588	-0.88155214	0.89573844	-0.27803545	-0.020036574	0.94478221	-2.60E-01	-0.05406701	-0.22907553	0.8461343	-0.87042289	-0.99612673	-0.9294387	-0.93536889	-0.86882145	-0.52672882	-1	-1	-0.65740493	0.71003887	-0.762772	0.81566281	-0.21965206	0.22357646	-0.28102423	0.35896475	-0.098600452	0.10967481	-0.11987019	0.12721982	-0.32629363	-0.92849269	0.38715224	0.98074487	-0.28006046	1.32E-02	0.028711668	0.10599782	-0.31807909	0.051313934	4.58E-02	-0.3133644	-0.091815479	-0.01482018	-0.3851646	0.035023783	0.18450728	0.3182481	-0.014823773	-0.465787	-0.38336717	-0.760854	0.076001555
139	24	LAYING	139	0.44562097	-1.19E-02	-1.51E-01	1.18E-01	-0.051036543	-0.14692209	0.072404304	-0.11239477	-0.066237734	0.46033226	-0.1413488	-0.32559819	0.11378362	-0.036750922	0.31721199	0.10622501	-0.36866187	-0.82556014	-0.6693221	0.011288348	-0.40582371	-0.054803304	0.40695218	0.48627756	-0.012374343	-0.30890901	0.2403596	-0.30067938	0.44408298	-0.42037404	0.53993459	-0.51741842	5.67E-01	-0.28357793	0.45493185	-0.55912161	0.21664103	-4.78E-01	-0.078609199	-0.020648704	0.93458522	-0.27671301	-2.91E-02	-0.9458572	-0.94321497	-0.90016728	-0.9507211	-0.94053423	-0.90150434	0.89471726	-0.27970303	-0.020393788	0.94422757	-2.60E-01	-0.05406701	-0.26232578	0.82424581	-0.87073493	-0.99717105	-0.971116	-0.9361895	-0.919391	-0.51076744	-1	-1	-0.68968511	0.75039303	-0.81116922	0.8720565	-0.34472622	0.4065246	-0.51741464	0.64494451	-0.25865926	0.27379333	-0.28784714	0.29854975	-0.65797078	-0.89717108	0.5272587	-0.034196065	0.059793339	-2.31E-01	0.006773371	-0.20249116	-0.32937355	0.038870135	-2.15E-01	-0.3023049	-0.091815479	-0.54204811	-0.419852	-0.10048067	0.43525332	0.3965959	-0.091850563	-0.49070358	-0.67736091	-0.7684731	0.12799439
140	24	SITTING	140	0.23179921	-7.52E-03	-5.58E-02	6.37E-02	-0.017154892	-0.23035782	0.000198348	-0.073383474	-0.18277915	0.46033226	-0.045989902	-0.32559819	-0.042975331	-0.036750922	0.31721199	0.052314383	-0.43322271	-0.81290283	-0.7278861	-0.16241486	-0.26075586	-0.10436174	0.29623031	0.43263578	0.20643608	-0.81845576	0.91667885	-0.89552081	0.54508011	-0.3733299	0.48669957	-0.39696863	4.64E-01	-0.10975639	0.19376792	0.02015478	-0.32441151	-4.37E-01	-0.15822659	-0.050985504	0.93800984	-0.26721322	-4.29E-02	-0.9473033	-0.97576691	-0.8586344	-0.944496	-0.97589741	-0.84720103	0.88382428	-0.27967171	-0.022277468	0.94422757	-2.44E-01	-0.066441378	-0.24480412	0.83311498	-0.88022296	-0.99446393	-0.9462261	-0.97768467	-0.83450231	-0.48672618	-1	-1	-0.59139897	0.65719938	-0.72225039	0.78655027	-0.21513844	0.25867321	-0.35817206	0.47720802	-0.31050168	0.33189635	-0.35283105	0.37090286	-0.38613342	-0.92212184	0.052119243	-0.70467725	0.086435467	1.43E-01	-0.032614521	-0.11582533	-0.3973685	-0.057898862	-1.08E-01	-0.3628504	-0.33274189	-0.54204811	-0.4974162	-0.10048067	0.30711515	0.3965959	-0.12207767	-0.52756309	-0.60434713	-0.8121687	-0.087290423
141	24	STANDING	141	0.28134949	-7.10E-04	-8.70E-03	1.47E-01	-0.15760804	-0.24012018	0.061130847	-0.18535036	-0.2308912	0.63640789	-0.045989902	-0.26181546	-0.042975331	0.12064436	0.32660596	0.045678036	-0.34225084	-0.86172905	-0.7239383	-0.17888416	-0.39558876	-0.2065519	0.3336019	0.34226897	0.30922653	-0.41386682	0.36516378	-0.26448229	0.24151501	-0.032483386	0.16009792	-0.028353331	2.07E-01	0.15771921	0.038544531	0.14583622	-0.32138566	-4.28E-01	-0.16669111	-0.057222989	0.93926427	-0.26240716	-4.32E-02	-0.9497375	-0.94888385	-0.85400472	-0.9479281	-0.95123739	-0.8463569	0.88382428	-0.261872	-0.016176676	0.94463079	-2.42E-01	-0.066441378	-0.25464061	0.83636036	-0.88465789	-0.99434709	-0.9466749	-0.96228395	-0.82993465	-0.4580572	-1	-1	-0.5857233	0.65513657	-0.72437742	0.79345148	-0.17069731	0.17456519	-0.23585088	0.31948747	-0.21113426	0.23947016	-0.26766412	0.29344502	-0.78373962	-0.91865885	0.78025494	0.42884111	-0.13761424	1.69E-01	0.089649652	-0.13494228	-0.26459042	0.096611754	-1.04E-01	-0.2150903	0.04058993	-0.56033587	-0.4795338	-0.096468129	0.30711515	0.2366838	-0.006365281	-0.40365588	-0.62103975	-0.7226796	0.15347334
142	24	WALKING	142	0.36248249	-3.55E-03	-1.81E-01	2.50E-01	-0.21185711	-0.16926229	0.18132372	-0.27056224	-0.14491092	0.63640789	-0.082590017	-0.26181546	-0.18629747	-0.031230017	0.17253731	0.10640999	-0.21792772	-0.87886239	-0.6808656	0.10777722	-0.47331176	-0.16821601	0.37091195	0.3503003	0.052102139	-0.34388266	0.24416047	-0.20688555	0.32431544	0.057359241	0.049442628	-0.001642887	1.86E-01	0.17561129	0.024974667	0.118042	-0.24557561	-5.22E-01	-0.1576972	0.064195925	0.93532883	-0.24875006	-1.85E-02	-0.9678132	-0.93956362	-0.9309032	-0.9663582	-0.94102842	-0.94555383	0.8722925	-0.25779844	-0.013675378	0.94463079	-2.40E-01	-0.048579293	-0.36516215	0.82608565	-0.8971005	-0.99863605	-0.967236	-0.94690956	-0.96456082	-0.45086431	-1	-1	-0.61572862	0.67899622	-0.74123622	0.80244741	-0.33185169	0.35867512	-0.43356361	0.52635679	-0.24614238	0.27411705	-0.30098854	0.32443715	0.24988127	-0.19171422	0.8348422	0.11804319	0.11395291	-3.05E-01	0.067093081	-0.25280389	-0.2203724	0.1264119	-2.57E-01	-0.1731104	0.04058993	-0.49936927	-0.4737933	-0.013496325	0.17432423	0.2366838	-0.021201241	-0.4283232	-0.71630457	-0.6889384	0.28525181
143	24	WALKING_DOWNSTAIRS	143	0.43503687	-6.59E-03	-8.29E-02	7.85E-02	-0.098710248	-0.26404564	0.04630488	-0.13587276	-0.23660048	0.12485933	-0.15940717	-0.40091513	-0.080068708	0.13961058	0.44911368	0.043607949	-0.41288872	-0.84231672	-0.7534826	-0.075920302	-0.36090623	-0.19133135	0.59784296	0.39273158	0.30485965	-0.50431776	0.39195362	-0.1287384	0.041415955	-0.13686213	0.18349838	0.10816749	-2.77E-02	-0.085464475	0.18978425	-0.10605517	-0.21904957	-6.76E-01	-0.35234536	0.18031547	0.92422997	-0.27642083	-4.12E-02	-0.9656368	-0.94905377	-0.90814585	-0.9634241	-0.95051935	-0.90936252	0.86509399	-0.28334968	-0.016957341	0.93395793	-2.65E-01	-0.056483407	-0.25079217	0.79745839	-0.87106981	-0.9952939	-0.965518	-0.95133708	-0.92434674	-0.32830435	-1	-1	-0.61323203	0.67123531	-0.72836498	0.7846357	-0.10788673	0.15972211	-0.27634405	0.41617972	-0.49113795	0.51462163	-0.53746308	0.55692561	0.22725026	0.71495203	0.65936017	0.089117723	-0.084559173	-2.15E-01	-0.038407463	-0.1123076	-0.48921284	0.05208308	-6.19E-02	-0.4322852	-0.33515996	-0.42328946	-0.6544326	0.094730255	0.2877857	0.4471754	-0.089758305	-0.53512962	-0.60121636	-0.8638649	0.32918685
144	24	WALKING_UPSTAIRS	144	0.35119884	2.19E-02	-1.49E-01	7.62E-02	-0.10048684	-0.29808742	0.044780942	-0.11849952	-0.26209208	0.34569746	-0.15940717	-0.40091513	-0.047336394	0.15397543	0.44911368	0.037151093	-0.41923425	-0.8403898	-0.7736598	-0.085568608	-0.28192334	-0.18945452	0.32720325	0.36847375	0.20273366	-0.54747853	0.54321723	-0.47157998	0.32446256	-0.031529052	0.040141804	0.28140058	-1.87E-01	-0.001120027	0.11969909	-0.010864561	-0.29689968	-6.20E-01	-0.16975503	0.04945572	0.9334885	-0.26237699	-1.97E-02	-0.9663403	-0.96371409	-0.91198748	-0.9703318	-0.96272825	-0.9113935	0.86907565	-0.27441265	-0.012996513	0.93673335	-2.42E-01	-0.049272248	-0.32858465	0.82132655	-0.88477601	-0.99838999	-0.98024	-0.96073505	-0.92670117	-0.39921359	-1	-1	-0.50485225	0.5688266	-0.63029521	0.6892025	-0.063413715	0.10709518	-0.21614653	0.34774784	-0.46104885	0.48434661	-0.50676345	0.52562604	0.87173358	0.83779909	0.84737113	-0.36216106	0.37084221	2.30E-01	-0.02443834	-0.14053601	-0.49049092	-0.001147162	-6.50E-02	-0.4492545	-0.33515996	-0.42328946	-0.6400989	-0.007871244	0.45604155	0.531882	-0.11857362	-0.52099621	-0.62554182	-0.864516	0.13776966
145	25	LAYING	145	0.13046118	-5.50E-02	-1.32E-01	-1.07E-01	0.10655765	-0.22750121	-0.19303286	0.031338172	-0.23970389	0.34569746	-0.17733014	-0.000302616	-0.047336394	-0.14532402	0.4360838	-0.037886698	-0.59629008	-0.76100308	-0.7291866	-0.36545717	-0.28243364	-0.28939247	0.14174843	0.24294618	0.037558557	-0.4876375	0.52964412	-0.39756846	0.15699832	-0.12350189	0.061350558	0.3730072	-2.95E-01	-0.34114378	0.41782017	-0.16452743	-0.25118493	-4.86E-01	-0.035377401	0.025268676	0.9452027	-0.25496927	-2.39E-02	-0.9636784	-0.95649404	-0.87947821	-0.9655898	-0.9644787	-0.87415959	0.88566643	-0.2629779	-0.012996513	0.95216144	-2.47E-01	-0.05024315	-0.31473681	0.85176212	-0.89161254	-0.9976242	-0.9677616	-0.97510617	-0.86642273	-0.89458906	-1	-1	-0.52530761	0.5814022	-0.63632152	0.6900669	-0.26923653	0.26420364	-0.30900548	0.37341923	-0.10565911	0.1237711	-0.14061696	0.15416183	-0.078398062	-0.9427207	0.089188313	0.68599695	0.21294941	4.82E-01	-0.020320637	0.049889701	-0.36701435	0.02968187	7.76E-02	-0.3940612	-0.171277	-0.15003887	-0.3632093	-0.007871244	0.16759759	0.2832166	-0.044396425	-0.51638854	-0.44393917	-0.7929512	0.19238068
146	25	SITTING	146	0.31277629	-5.04E-02	-4.30E-02	2.63E-02	0.16827786	-0.18619953	-0.074634555	0.090838808	-0.16199627	0.34323986	0.008622833	-0.000302616	-0.002160725	-0.14532402	0.4360838	0.048410661	-0.47236972	-0.73473325	-0.6947072	-0.31823875	-0.22733377	-0.22316667	0.36209817	0.16895801	0.16802044	-0.37467426	0.36048438	-0.31134026	0.3024043	-0.17795495	0.20415195	0.10495111	-5.29E-02	-0.2880532	0.35155026	-0.1307255	-0.20596534	-4.10E-01	0.15567034	0.17140801	0.92813939	-0.26799814	-2.67E-02	-0.878575	-0.91110726	-0.8637939	-0.8749914	-0.90849912	-0.86134791	0.88566643	-0.2629779	-0.003922643	0.90854443	-2.57E-01	-0.05024315	-0.30485228	0.80813027	-0.87896163	-0.99711036	-0.8575576	-0.90061388	-0.86357722	-0.31960888	-1	-1	-0.6417099	0.69786243	-0.75432776	0.81116079	-0.18671311	0.17062155	-0.20942598	0.27033994	-0.29710348	0.31927057	-0.34102901	0.36002365	0.64025948	-0.88590197	-0.31331412	0.015294316	-0.04982828	1.20E-01	0.034117539	0.11434422	-0.35888549	0.10411884	1.87E-01	-0.379283	-0.171277	-0.15003887	-0.3632093	0.11663982	0.16759759	0.2832166	0.021157296	-0.46288446	-0.37435808	-0.7880315	0.23987712
147	25	STANDING	147	0.42595606	2.46E-02	-1.51E-01	9.92E-02	-0.038196632	-0.27249905	-0.006101532	-0.083141371	-0.21916172	0.34323986	0.008622833	-0.32136642	-0.083023253	0.057415437	0.42841653	0.021180007	-0.39088137	-0.81777623	-0.7572385	-0.29126799	-0.37008195	-0.21007935	0.29079123	0.34241874	0.096552877	-0.21974096	0.078076163	-0.064348505	0.32574765	-0.030179831	-0.013184346	0.29451698	-6.34E-02	-0.20926662	0.27471744	-0.11789657	-0.22463711	-3.73E-01	0.099522746	0.15153806	0.90796935	-0.2655418	-6.80E-03	-0.9265299	-0.90091162	-0.89052647	-0.925411	-0.89959722	-0.89581756	0.86823587	-0.25422571	-6.91328E-05	0.90854443	-2.57E-01	-0.043527437	-0.40123153	0.75610686	-0.88118617	-0.99916094	-0.9211624	-0.89949643	-0.92101631	-0.038704659	-1	-0.83962399	-0.69376764	0.75611985	-0.81913524	0.88286995	-0.33302032	0.34182593	-0.39726137	0.47066592	-0.43999933	0.45811565	-0.47535643	0.48919638	0.31579481	-0.70550173	0.40731727	-0.59086937	-0.32496537	-1.58E-01	-0.066281915	-0.17480149	-0.49563741	-0.048111731	-1.06E-01	-0.466709	-0.23084151	-0.62201923	-0.6024191	0.11663982	0.41458941	0.5809535	-0.15772384	-0.56005435	-0.65450706	-0.8672019	-0.001754188
148	25	WALKING	148	0.26749864	-1.83E-02	-1.69E-01	-4.12E-02	-0.13421251	-0.31053548	-0.12550602	-0.15017083	-0.27627637	0.18435317	-0.075418581	-0.27707932	-0.083023253	0.057415437	0.42841653	-0.069972254	-0.53944865	-0.85454566	-0.7784103	-0.29528437	-0.35198445	-0.20896594	0.26036637	0.31866893	0.084066304	-0.22582375	0.090883749	0.15651579	-0.11974738	-0.25771281	0.2209989	0.036561326	7.28E-02	-0.003707074	0.10797278	0.09769013	-0.40678888	-4.82E-01	-0.31820524	0.096656078	0.93019322	-0.24940844	-2.61E-02	-0.9026325	-0.94146904	-0.80685522	-0.8988002	-0.94057255	-0.79424008	0.87884277	-0.25422571	-6.91328E-05	0.9112368	-2.36E-01	-0.06666016	-0.35084297	0.81318932	-0.89652938	-0.99635659	-0.89101	-0.93504948	-0.78885105	-0.25386075	-1	-0.83962399	-0.63995324	0.69309217	-0.74615641	0.79919661	-0.40459063	0.41092681	-0.45883643	0.52285831	-0.31746876	0.33613847	-0.35444921	0.37001804	0.24110468	-0.91239798	0.13680351	-0.044109007	-0.063590092	1.63E-01	-0.078617141	-0.32337213	-0.45925625	-0.015210065	-2.87E-01	-0.4352706	-0.27938224	-0.62201923	-0.6024191	0.15997383	0.51398325	0.5103255	-0.18257113	-0.57288469	-0.76675342	-0.8479315	0.23757884
149	25	WALKING_DOWNSTAIRS	149	0.15439416	1.60E-03	-1.05E-02	-2.36E-02	-0.19748806	-0.29180071	-0.080848299	-0.19853609	-0.26108367	0.15481704	-0.17978636	-0.27707932	-0.14545048	0.16428642	0.44211554	-0.038386541	-0.51942896	-0.87417327	-0.7581262	-0.19502547	-0.31729818	-0.32086392	0.34290223	0.45205337	0.35358699	-0.2317442	0.15697092	-0.047146681	0.069141442	-0.042191173	0.04575692	0.19674156	-6.41E-02	0.20485888	-0.067863123	0.32367499	-0.56702794	-5.57E-01	-0.15617538	0.061848157	0.94256743	-0.25374076	-4.94E-02	-0.9632741	-0.9458613	-0.91165429	-0.9615243	-0.94599371	-0.91280087	0.87884277	-0.25432613	-0.033090372	0.94962239	-2.34E-01	-0.06666016	-0.25519484	0.84489649	-0.89266067	-0.99367018	-0.9594143	-0.95107176	-0.9115662	-0.62270992	-1	-1	-0.55151886	0.6048981	-0.65638368	0.7059658	-0.35945186	0.36996323	-0.4254677	0.49827599	-0.34875547	0.37281056	-0.39652718	0.41741813	0.15866611	-0.54740967	0.66792002	0.35762114	0.019779362	-2.23E-01	-0.064489453	-0.29083661	-0.38337756	0.01826009	-2.33E-01	-0.3430935	-0.35448004	-0.59480577	-0.6216436	0.15997383	0.28830563	0.4772456	-0.12026106	-0.55957351	-0.74413055	-0.8035195	0.22635145
150	25	WALKING_UPSTAIRS	150	0.20535149	-3.81E-03	-3.26E-02	1.93E-02	-0.22962531	-0.30764605	-0.059149997	-0.26822101	-0.25673055	0.15972982	-0.17978636	-0.38490301	-0.14545048	0.16428642	0.45603991	-0.050518629	-0.47868836	-0.88419347	-0.7736259	-0.2613238	-0.44602558	-0.1903475	0.3591965	0.36552765	0.31397353	-0.43911182	0.41340838	-0.41831116	0.38417452	0.002861036	0.071849694	0.25360449	-1.85E-01	0.15459726	-0.052402426	0.37524226	-0.60589141	-4.73E-01	0.004990529	-0.001724545	0.93764095	-0.248511	-2.58E-02	-0.9767899	-0.94593098	-0.84975067	-0.9772517	-0.94349905	-0.84944975	0.8723397	-0.25926055	-0.008703256	0.94962239	-2.34E-01	-0.066640099	-0.34187571	0.83205661	-0.89736355	-0.99704375	-0.9786434	-0.93832095	-0.8640643	-0.58888593	-1	-1	-0.52024901	0.58009806	-0.63718451	0.69145652	-0.01771845	0.030087636	-0.11071917	0.21744334	-0.28476859	0.30365504	-0.32182078	0.33692717	0.1107698	0.084307029	0.96667611	0.40393874	-0.1718263	-3.99E-01	-0.11708499	-0.1714918	-0.39895514	-0.075613532	-1.06E-01	-0.3510571	-0.4077888	-0.48408555	-0.6216436	0.22408356	0.28830563	0.4772456	-0.12624394	-0.6072441	-0.6520079	-0.8129427	0.007770451
151	26	LAYING	151	0.18360372	-7.66E-02	-4.70E-02	-3.68E-01	-0.099160728	0.020546431	-0.41272907	-0.10732287	0.087381154	-0.2209385	-0.15630618	-0.17348429	0.14523996	0.11676394	0.37135921	-0.12463757	-0.79686719	-0.83631214	-0.5279935	-0.49610412	-0.32025963	0.045699248	0.43650318	0.15016008	0.12714314	-0.23910905	0.0110424	0.32240072	-0.19605338	-0.11574623	-0.030162649	0.18419906	1.51E-01	-0.79163936	0.69381418	-0.49644363	0.000253177	-3.36E-01	-0.26250376	0.077315195	0.93935459	-0.28099607	-7.82E-02	-0.8814893	-0.86283115	-0.81595065	-0.8795637	-0.86285283	-0.81047191	0.90079381	-0.26524516	-0.059578785	0.91599599	-2.90E-01	-0.12476275	-0.11025742	0.83711444	-0.86534897	-0.98458909	-0.8751119	-0.85525934	-0.80866727	-0.21105535	-1	-1	-0.71159037	0.74549269	-0.77938582	0.81337304	-0.67526323	0.6950239	-0.73862376	0.79086252	-0.74737954	0.7583773	-0.76871943	0.77531699	0.98651233	-0.86285694	-0.90609164	0.25879203	0.11938596	-2.05E-01	-0.44528855	-0.47970745	-0.65229315	-0.38980913	-4.28E-01	-0.6289048	-0.6157406	-0.68917327	-0.7571216	0.41155669	0.49250115	0.681335	-0.44971154	-0.84358852	-0.86089875	-0.9352463	-0.25405701
152	26	SITTING	152	0.27918273	-3.70E-02	-1.34E-01	-3.59E-01	-0.12411225	-0.10286776	-0.3942299	-0.1204564	-0.027792432	-0.31913613	-0.15630618	-0.28508925	0.14523996	0.24376706	0.49275083	-0.14330028	-0.79324366	-0.85046581	-0.6370141	-0.45589802	-0.29556788	0.067126613	0.50699799	0.27355114	-0.092189225	-0.40960479	0.19600736	0.12780458	-0.064948177	0.061950317	-0.22609805	0.27386942	2.78E-01	-0.80401247	0.66857069	-0.45524978	0.034099595	-3.24E-01	-0.24066943	0.1238511	0.90782845	-0.31639379	-6.25E-02	-0.9438434	-0.91908816	-0.94778667	-0.9438424	-0.91879986	-0.95164223	0.85772789	-0.3060979	-0.059578785	0.91599599	-3.03E-01	-0.076440816	-0.11682722	0.75564773	-0.8278713	-0.99070497	-0.9531238	-0.92099311	-0.96254456	-0.23608313	-1	-1	-0.69169637	0.7461133	-0.80059347	0.8551939	-0.65351064	0.69523735	-0.76381062	0.8413466	-0.60756752	0.629121	-0.64927605	0.66509016	0.93183045	0.35426429	0.41518025	0.14865938	0.058634665	-1.54E-01	-0.47707807	-0.50536646	-0.69549777	-0.42102722	-4.67E-01	-0.6613004	-0.68827705	-0.68917327	-0.7571216	0.47454917	0.63165142	0.7079163	-0.48557006	-0.86087707	-0.87407044	-0.9497907	-0.23957815
153	26	STANDING	153	0.30116241	-1.76E-03	-1.07E-01	-3.63E-01	0.001220042	-0.11153777	-0.40083722	-0.001549374	-0.028194046	-0.26951781	-0.18650644	-0.29074165	0.23704812	0.091342016	0.49329446	-0.11198306	-0.7954543	-0.80566046	-0.6447931	-0.45474937	-0.25829793	0.1115412	0.55860432	0.42345884	-0.015262316	-0.53252787	0.31402074	0.003113331	0.02522481	-0.28647965	0.15349307	0.080078707	9.93E-02	-0.56248806	0.36425033	-0.2081744	0.07109965	-1.98E-01	-0.23027702	0.066836285	0.90332145	-0.32878069	-6.98E-02	-0.9739034	-0.97957926	-0.9422135	-0.9739663	-0.98030469	-0.94199279	0.83980952	-0.34053938	-0.064411555	0.91617452	-3.03E-01	-0.081981827	-0.07243222	0.74410879	-0.81374215	-0.98861492	-0.9756205	-0.98229563	-0.94294828	-0.39907559	-1	-1	-0.68967339	0.73370248	-0.77724696	0.82037178	-0.5259508	0.53905964	-0.58427823	0.64065122	-0.5850094	0.59647243	-0.60672448	0.61294036	0.4318319	-0.71310996	-0.71035677	0.089970801	-0.29167396	-1.48E-01	-0.53820966	-0.42698598	-0.75399115	-0.51063265	-4.10E-01	-0.7113611	-0.68827705	-0.69192763	-0.8676494	0.47454917	0.5878174	0.8033545	-0.52681136	-0.89114753	-0.83160414	-0.9665204	-0.43866729
154	26	WALKING	154	0.29341097	-1.87E-02	-6.62E-02	-3.68E-01	0.09566293	-0.019262368	-0.43057909	0.10843232	0.027044075	-0.16984818	-0.046241968	-0.11238231	0.28825291	0.091342016	0.38349808	-0.093361317	-0.79899997	-0.76817148	-0.5660472	-0.49178827	-0.056692149	-0.04962725	0.51164951	0.3931475	-0.012041668	-0.59771862	0.42911806	-0.12712961	0.046959369	-0.26718485	0.15614351	0.098751183	3.90E-02	-0.44514608	0.34747686	-0.45423148	0.3476278	-3.29E-01	-0.22007706	0.13342326	0.91286572	-0.32537586	-7.01E-02	-0.9533301	-0.97152051	-0.92355347	-0.9561587	-0.97152084	-0.92817159	0.85578691	-0.33498294	-0.04955857	0.91698645	-3.02E-01	-0.082034394	-0.062455758	0.76841945	-0.81777405	-0.98840607	-0.9600277	-0.97325567	-0.93497122	-0.16698265	-1	-1	-0.73871388	0.77570897	-0.81257406	0.84940495	-0.48313518	0.49721855	-0.54662748	0.60853797	-0.73840944	0.7492391	-0.75933208	0.76561352	0.89569747	0.12408825	-0.048501791	0.17672215	-0.35407112	-2.08E-01	-0.53740568	-0.31479273	-0.7153587	-0.50949605	-2.53E-01	-0.6872192	-0.66031559	-0.58334046	-0.8311574	0.4639015	0.5878174	0.6181391	-0.47171754	-0.89074111	-0.76049474	-0.9558212	-0.45630668
